
2018-10-02, BUY ATTEMPT, 228.48
2018-10-02, SELL EXECUTED, 227.25

2018-10-02, SELL EXECUTED, 227.25

2018-10-02, NET, -0.70

2018-10-02, BUY ATTEMPT, 228.48
2018-10-03, BUY EXECUTED, 230.05
2018-10-03, SELL ATTEMPT, 231.26
2018-10-03, BUY EXECUTED, 230.05
2018-10-03, SELL ATTEMPT, 231.26
2018-10-03, BUY EXECUTED, 230.05
2018-10-03, SELL ATTEMPT, 231.26
2018-10-04, SELL EXECUTED, 230.78

2018-10-04, SELL EXECUTED, 230.78

2018-10-04, NET, +0.73

